annotation_id,annotator,choice,created_at,id,image,lead_time,updated_at
1186,1,Left,2026-04-08T17:57:58.998271Z,1186,/data/upload/1/139e2df9-2026-03-25_13.04.31-5.jpg,0.816,2026-04-08T17:57:58.998271Z
1187,1,Left,2026-04-08T17:58:00.167252Z,1187,/data/upload/1/6b320097-2026-03-25_13.04.31-6.jpg,0.802,2026-04-08T17:58:00.167252Z
1188,1,Left,2026-04-08T17:58:01.361440Z,1188,/data/upload/1/c5113b5d-2026-03-25_13.04.31-7.jpg,0.828,2026-04-08T17:58:01.361440Z
1189,1,Left,2026-04-08T17:58:03.336981Z,1189,/data/upload/1/1f769c32-2026-03-25_13.04.31-8.jpg,1.248,2026-04-08T17:58:03.336981Z
1190,1,Left,2026-04-08T17:58:04.803507Z,1190,/data/upload/1/11d04c78-2026-03-25_13.04.32.jpg,1.076,2026-04-08T17:58:04.803507Z
1191,1,Left,2026-04-08T17:58:06.093944Z,1191,/data/upload/1/a4cd686d-2026-03-25_13.04.32-1.jpg,0.877,2026-04-08T17:58:06.093944Z
1192,1,Left,2026-04-08T17:58:07.627600Z,1192,/data/upload/1/0dfad4b8-2026-03-25_13.04.32-2.jpg,1.116,2026-04-08T17:58:07.627600Z
1193,1,Left,2026-04-08T17:58:09.142827Z,1193,/data/upload/1/b6b480bc-2026-03-25_13.04.32-3.jpg,0.835,2026-04-08T17:58:09.142827Z
1194,1,Left,2026-04-08T17:58:10.379295Z,1194,/data/upload/1/f296f11d-2026-03-25_13.04.32-4.jpg,0.824,2026-04-08T17:58:10.379295Z
1195,1,Left,2026-04-08T17:58:11.591394Z,1195,/data/upload/1/d9be424c-2026-03-25_13.04.32-5.jpg,0.86,2026-04-08T17:58:11.591394Z
1196,1,Left,2026-04-08T17:58:13.186479Z,1196,/data/upload/1/f5e47722-2026-03-25_13.04.28-6.jpg,0.819,2026-04-08T17:58:13.186479Z
1197,1,Left,2026-04-08T17:58:14.992177Z,1197,/data/upload/1/07eb3bfc-2026-03-25_13.04.28-7.jpg,1.382,2026-04-08T17:58:14.992177Z
1198,1,Left,2026-04-08T17:58:16.502364Z,1198,/data/upload/1/f6d367b2-2026-03-25_13.04.28-8.jpg,0.806,2026-04-08T17:58:16.502364Z
1199,1,Left,2026-04-08T17:58:17.785352Z,1199,/data/upload/1/2ea955b3-2026-03-25_13.04.28-9.jpg,0.898,2026-04-08T17:58:17.785352Z
1200,1,Left,2026-04-08T17:58:19.052311Z,1200,/data/upload/1/b7bd9a47-2026-03-25_13.04.29.jpg,0.862,2026-04-08T17:58:19.052311Z
1201,1,Left,2026-04-08T17:58:20.343479Z,1201,/data/upload/1/32b26578-2026-03-25_13.04.29-1.jpg,0.89,2026-04-08T17:58:20.343479Z
1202,1,Left,2026-04-08T17:58:21.687671Z,1202,/data/upload/1/ce7d78af-2026-03-25_13.04.29-2.jpg,0.948,2026-04-08T17:58:21.687671Z
1203,1,Left,2026-04-08T17:58:22.973214Z,1203,/data/upload/1/1eec9dc3-2026-03-25_13.04.29-3.jpg,0.855,2026-04-08T17:58:22.973214Z
1204,1,Left,2026-04-08T17:58:24.391351Z,1204,/data/upload/1/98201c0f-2026-03-25_13.04.29-4.jpg,0.994,2026-04-08T17:58:24.391351Z
1205,1,Left,2026-04-08T17:58:25.936534Z,1205,/data/upload/1/588ca1f4-2026-03-25_13.04.29-5.jpg,0.818,2026-04-08T17:58:25.936534Z
1206,1,Left,2026-04-08T17:58:27.312950Z,1206,/data/upload/1/7262bd8a-2026-03-25_13.04.29-6.jpg,0.981,2026-04-08T17:58:27.312950Z
1207,1,Left,2026-04-08T17:58:28.991897Z,1207,/data/upload/1/beb84497-2026-03-25_13.04.29-7.jpg,0.961,2026-04-08T17:58:28.991897Z
1208,1,Left,2026-04-08T17:58:30.525127Z,1208,/data/upload/1/4ec85e02-2026-03-25_13.04.29-8.jpg,1.095,2026-04-08T17:58:30.525127Z
1209,1,Left,2026-04-08T17:58:31.694199Z,1209,/data/upload/1/cefec84b-2026-03-25_13.04.29-9.jpg,0.774,2026-04-08T17:58:31.694199Z
1210,1,Left,2026-04-08T17:58:32.961023Z,1210,/data/upload/1/44539e47-2026-03-25_13.04.30.jpg,0.885,2026-04-08T17:58:32.961023Z
1211,1,Left,2026-04-08T17:58:34.434008Z,1211,/data/upload/1/b81debbc-2026-03-25_13.04.30-1.jpg,0.804,2026-04-08T17:58:34.434008Z
1212,1,Left,2026-04-08T17:58:35.991035Z,1212,/data/upload/1/8bb51bba-2026-03-25_13.04.30-2.jpg,1.137,2026-04-08T17:58:35.991035Z
1213,1,Left,2026-04-08T17:58:37.191043Z,1213,/data/upload/1/b11ed017-2026-03-25_13.04.30-3.jpg,0.816,2026-04-08T17:58:37.191043Z
1214,1,Left,2026-04-08T17:58:38.742323Z,1214,/data/upload/1/0c98c636-2026-03-25_13.04.30-4.jpg,0.844,2026-04-08T17:58:38.742323Z
1215,1,Left,2026-04-08T17:58:40.069498Z,1215,/data/upload/1/02bc29ac-2026-03-25_13.04.30-5.jpg,0.894,2026-04-08T17:58:40.069498Z
1216,1,Left,2026-04-08T17:58:41.330381Z,1216,/data/upload/1/1c8e800e-2026-03-25_13.04.30-6.jpg,0.839,2026-04-08T17:58:41.330381Z
1217,1,Left,2026-04-08T17:58:42.572916Z,1217,/data/upload/1/df55db76-2026-03-25_13.04.30-7.jpg,0.881,2026-04-08T17:58:42.572916Z
1218,1,Left,2026-04-08T17:58:44.063608Z,1218,/data/upload/1/3463e05e-2026-03-25_13.04.30-8.jpg,0.815,2026-04-08T17:58:44.063608Z
1219,1,Left,2026-04-08T17:58:45.554638Z,1219,/data/upload/1/6fdce8fc-2026-03-25_13.04.30-9.jpg,1.016,2026-04-08T17:58:45.554638Z
1220,1,Left,2026-04-08T17:58:47.021727Z,1220,/data/upload/1/d9fc70f7-2026-03-25_13.04.30-10.jpg,0.97,2026-04-08T17:58:47.021727Z
1221,1,Left,2026-04-08T17:58:48.537078Z,1221,/data/upload/1/b23f07b6-2026-03-25_13.04.31.jpg,0.808,2026-04-08T17:58:48.537078Z
1222,1,Left,2026-04-08T17:58:49.778806Z,1222,/data/upload/1/f85ec82c-2026-03-25_13.04.31-1.jpg,0.83,2026-04-08T17:58:49.778806Z
1223,1,Left,2026-04-08T17:58:51.337593Z,1223,/data/upload/1/f4765cce-2026-03-25_13.04.31-2.jpg,0.891,2026-04-08T17:58:51.337593Z
1224,1,Left,2026-04-08T17:58:52.816131Z,1224,/data/upload/1/1607dbf6-2026-03-25_13.04.31-3.jpg,1.054,2026-04-08T17:58:52.816131Z
1225,1,Left,2026-04-08T17:58:54.106404Z,1225,/data/upload/1/f4fedb7a-2026-03-25_13.04.34-8.jpg,0.885,2026-04-08T17:58:54.106404Z
1226,1,Left,2026-04-08T17:58:55.863722Z,1226,/data/upload/1/0de8f31a-2026-03-25_13.04.34-9.jpg,1.03,2026-04-08T17:58:55.863722Z
1227,1,Left,2026-04-08T17:58:57.106263Z,1227,/data/upload/1/35669d92-2026-03-25_13.04.35.jpg,0.849,2026-04-08T17:58:57.106263Z
1228,1,Left,2026-04-08T17:58:58.701414Z,1228,/data/upload/1/26bd3657-2026-03-25_13.04.35-1.jpg,0.878,2026-04-08T17:58:58.701414Z
1229,1,Left,2026-04-08T17:58:59.948920Z,1229,/data/upload/1/aec5d43f-2026-03-25_13.04.35-2.jpg,0.851,2026-04-08T17:58:59.948920Z
1230,1,Left,2026-04-08T17:59:01.893791Z,1230,/data/upload/1/e5d8c1c2-2026-03-25_13.04.35-3.jpg,0.923,2026-04-08T17:59:01.893791Z
1231,1,Left,2026-04-08T17:59:03.197659Z,1231,/data/upload/1/a8c31a72-2026-03-25_13.04.35-4.jpg,0.914,2026-04-08T17:59:03.197659Z
1232,1,Left,2026-04-08T17:59:04.729987Z,1232,/data/upload/1/f695fa1e-2026-03-25_13.04.35-5.jpg,0.961,2026-04-08T17:59:04.729987Z
1233,1,Left,2026-04-08T17:59:06.015355Z,1233,/data/upload/1/07bf5cf4-2026-03-25_13.04.35-6.jpg,0.866,2026-04-08T17:59:06.015355Z
1234,1,Left,2026-04-08T17:59:07.245514Z,1234,/data/upload/1/50c5171b-2026-03-25_13.04.35-7.jpg,0.845,2026-04-08T17:59:07.245514Z
1235,1,Left,2026-04-08T17:59:08.815010Z,1235,/data/upload/1/a7295bf1-2026-03-25_13.04.35-8.jpg,0.89,2026-04-08T17:59:08.815010Z
1236,1,Left,2026-04-08T17:59:10.274883Z,1236,/data/upload/1/adb9a579-2026-03-25_13.04.35-9.jpg,1.009,2026-04-08T17:59:10.274883Z
1237,1,Left,2026-04-08T17:59:11.651091Z,1237,/data/upload/1/c759cc58-2026-03-25_13.04.36.jpg,0.927,2026-04-08T17:59:11.651091Z
1238,1,Left,2026-04-08T17:59:13.214846Z,1238,/data/upload/1/a638becd-2026-03-25_13.04.36-1.jpg,0.862,2026-04-08T17:59:13.214846Z
1239,1,Left,2026-04-08T17:59:14.482097Z,1239,/data/upload/1/eaf8d53d-2026-03-25_13.04.36-2.jpg,0.862,2026-04-08T17:59:14.482097Z
1240,1,Left,2026-04-08T17:59:16.082718Z,1240,/data/upload/1/e6e98fb9-2026-03-25_13.04.36-3.jpg,0.875,2026-04-08T17:59:16.082718Z
1241,1,Left,2026-04-08T17:59:17.372858Z,1241,/data/upload/1/47bf58be-2026-03-25_13.04.36-4.jpg,0.882,2026-04-08T17:59:17.372858Z
1242,1,Left,2026-04-08T17:59:18.937474Z,1242,/data/upload/1/726ce15d-2026-03-25_13.04.36-5.jpg,0.834,2026-04-08T17:59:18.937474Z
1243,1,Left,2026-04-08T17:59:20.160437Z,1243,/data/upload/1/54c30ce6-2026-03-25_13.04.32-6.jpg,0.804,2026-04-08T17:59:20.160437Z
1244,1,Left,2026-04-08T17:59:21.996909Z,1244,/data/upload/1/e98dfe50-2026-03-25_13.04.32-7.jpg,1.098,2026-04-08T17:59:21.996909Z
1245,1,Left,2026-04-08T17:59:23.221636Z,1245,/data/upload/1/c63007b3-2026-03-25_13.04.32-8.jpg,0.803,2026-04-08T17:59:23.221636Z
1246,1,Left,2026-04-08T17:59:24.796806Z,1246,/data/upload/1/fd4c91ae-2026-03-25_13.04.32-9.jpg,0.843,2026-04-08T17:59:24.796806Z
1247,1,Left,2026-04-08T17:59:44.002458Z,1247,/data/upload/1/3d4eae29-2026-03-25_13.04.33.jpg,2.05,2026-04-08T17:59:44.002458Z
1248,1,Left,2026-04-08T17:59:45.269005Z,1248,/data/upload/1/50acc1fd-2026-03-25_13.04.33-1.jpg,0.842,2026-04-08T17:59:45.269005Z
1249,1,Left,2026-04-08T17:59:46.857101Z,1249,/data/upload/1/299bd9bd-2026-03-25_13.04.33-2.jpg,1.197,2026-04-08T17:59:46.857101Z
1250,1,Left,2026-04-08T17:59:48.159712Z,1250,/data/upload/1/b35f8e64-2026-03-25_13.04.33-3.jpg,0.857,2026-04-08T17:59:48.159712Z
1251,1,Left,2026-04-08T17:59:49.809096Z,1251,/data/upload/1/d487a32c-2026-03-25_13.04.33-4.jpg,0.912,2026-04-08T17:59:49.809096Z
1252,1,Left,2026-04-08T17:59:51.252150Z,1252,/data/upload/1/6fc34c38-2026-03-25_13.04.33-5.jpg,0.948,2026-04-08T17:59:51.252150Z
1253,1,Left,2026-04-08T17:59:52.826848Z,1253,/data/upload/1/8bc06e91-2026-03-25_13.04.33-6.jpg,0.856,2026-04-08T17:59:52.826848Z
1254,1,Left,2026-04-08T17:59:54.056650Z,1254,/data/upload/1/6184d84c-2026-03-25_13.04.33-7.jpg,0.805,2026-04-08T17:59:54.056650Z
1255,1,Left,2026-04-08T17:59:55.590373Z,1255,/data/upload/1/25dd26b7-2026-03-25_13.04.33-8.jpg,0.842,2026-04-08T17:59:55.590373Z
1256,1,Left,2026-04-08T17:59:56.838945Z,1256,/data/upload/1/4c48ee9f-2026-03-25_13.04.33-9.jpg,0.83,2026-04-08T17:59:56.838945Z
1257,1,Left,2026-04-08T17:59:58.087239Z,1257,/data/upload/1/310ffaa1-2026-03-25_13.04.34.jpg,0.844,2026-04-08T17:59:58.087239Z
1258,1,Left,2026-04-08T17:59:59.658075Z,1258,/data/upload/1/63a0326f-2026-03-25_13.04.34-1.jpg,0.875,2026-04-08T17:59:59.658075Z
1259,1,Left,2026-04-08T18:00:00.936010Z,1259,/data/upload/1/f0716a07-2026-03-25_13.04.34-2.jpg,0.796,2026-04-08T18:00:00.936010Z
1260,1,Left,2026-04-08T18:00:02.675285Z,1260,/data/upload/1/e97d8853-2026-03-25_13.04.34-3.jpg,1.011,2026-04-08T18:00:02.675285Z
1261,1,Left,2026-04-08T18:00:04.050440Z,1261,/data/upload/1/172c95d2-2026-03-25_13.04.34-4.jpg,0.964,2026-04-08T18:00:04.050440Z
1262,1,Left,2026-04-08T18:00:05.445018Z,1262,/data/upload/1/53ace449-2026-03-25_13.04.34-5.jpg,0.895,2026-04-08T18:00:05.445018Z
1263,1,Left,2026-04-08T18:00:06.760266Z,1263,/data/upload/1/62ca028f-2026-03-25_13.04.34-6.jpg,0.888,2026-04-08T18:00:06.760266Z
1264,1,Left,2026-04-08T18:00:08.020538Z,1264,/data/upload/1/fe8a0350-2026-03-25_13.04.34-7.jpg,0.802,2026-04-08T18:00:08.020538Z
1265,1,Left,2026-04-08T18:00:09.620258Z,1265,/data/upload/1/4ca55b2d-2026-03-25_13.04.38-6.jpg,0.869,2026-04-08T18:00:09.620258Z
1266,1,Left,2026-04-08T18:00:11.033200Z,1266,/data/upload/1/573fc5a8-2026-03-25_13.04.38-7.jpg,0.976,2026-04-08T18:00:11.033200Z
1267,1,Left,2026-04-08T18:00:12.718038Z,1267,/data/upload/1/8b3f8f0a-2026-03-25_13.04.38-8.jpg,0.907,2026-04-08T18:00:12.718038Z
1268,1,Left,2026-04-08T18:00:14.111304Z,1268,/data/upload/1/e61aa386-2026-03-25_13.04.38-9.jpg,0.899,2026-04-08T18:00:14.111304Z
1269,1,Left,2026-04-08T18:00:15.498793Z,1269,/data/upload/1/68cc7d0e-2026-03-25_13.04.39.jpg,0.918,2026-04-08T18:00:15.498793Z
1270,1,Left,2026-04-08T18:00:17.170776Z,1270,/data/upload/1/9de9955d-2026-03-25_13.04.39-1.jpg,0.906,2026-04-08T18:00:17.170776Z
1271,1,Left,2026-04-08T18:00:18.450281Z,1271,/data/upload/1/c4a7d002-2026-03-25_13.04.39-2.jpg,0.88,2026-04-08T18:00:18.450281Z
1272,1,Left,2026-04-08T18:00:20.214935Z,1272,/data/upload/1/b93699a5-2026-03-25_13.04.39-3.jpg,0.985,2026-04-08T18:00:20.214935Z
1273,1,Left,2026-04-08T18:00:21.426488Z,1273,/data/upload/1/66134bee-2026-03-25_13.04.39-4.jpg,0.814,2026-04-08T18:00:21.426488Z
1274,1,Left,2026-04-08T18:00:23.122597Z,1274,/data/upload/1/6c50c37a-2026-03-25_13.04.39-5.jpg,0.975,2026-04-08T18:00:23.122597Z
1275,1,Left,2026-04-08T18:00:24.360183Z,1275,/data/upload/1/246255a6-2026-03-25_13.04.39-6.jpg,0.836,2026-04-08T18:00:24.360183Z
1276,1,Left,2026-04-08T18:00:25.826710Z,1276,/data/upload/1/6083f48b-2026-03-25_13.04.39-7.jpg,0.914,2026-04-08T18:00:25.826710Z
1277,1,Left,2026-04-08T18:00:27.135063Z,1277,/data/upload/1/ac99f282-2026-03-25_13.04.39-8.jpg,0.854,2026-04-08T18:00:27.135063Z
1278,1,Left,2026-04-08T18:00:28.829873Z,1278,/data/upload/1/a43e26d6-2026-03-25_13.04.39-9.jpg,1.223,2026-04-08T18:00:28.829873Z
1279,1,Left,2026-04-08T18:00:30.743537Z,1279,/data/upload/1/337b4896-2026-03-25_13.04.40.jpg,1.19,2026-04-08T18:00:30.743537Z
1280,1,Left,2026-04-08T18:00:31.984174Z,1280,/data/upload/1/3aa529ef-2026-03-25_13.04.40-1.jpg,0.842,2026-04-08T18:00:31.984174Z
1281,1,Left,2026-04-08T18:00:33.621699Z,1281,/data/upload/1/cf542ad5-2026-03-25_13.04.40-2.jpg,0.868,2026-04-08T18:00:33.621699Z
1282,1,Left,2026-04-08T18:00:34.808315Z,1282,/data/upload/1/61028c25-2026-03-25_13.04.40-3.jpg,0.774,2026-04-08T18:00:34.808315Z
1283,1,Left,2026-04-08T18:00:36.372766Z,1283,/data/upload/1/12de8fb0-2026-03-25_13.04.40-4.jpg,0.843,2026-04-08T18:00:36.372766Z
1284,1,Left,2026-04-08T18:00:37.589844Z,1284,/data/upload/1/e726259e-2026-03-25_13.04.40-5.jpg,0.797,2026-04-08T18:00:37.596118Z
1285,1,Left,2026-04-08T18:00:39.251322Z,1285,/data/upload/1/1b62da8a-2026-03-25_13.04.36-6.jpg,0.947,2026-04-08T18:00:39.251322Z
1286,1,Left,2026-04-08T18:00:40.499658Z,1286,/data/upload/1/e28a3329-2026-03-25_13.04.36-7.jpg,0.828,2026-04-08T18:00:40.499658Z
1287,1,Left,2026-04-08T18:00:42.087182Z,1287,/data/upload/1/b43e69a3-2026-03-25_13.04.36-8.jpg,0.884,2026-04-08T18:00:42.087182Z
1288,1,Left,2026-04-08T18:00:43.347428Z,1288,/data/upload/1/e4a91ceb-2026-03-25_13.04.36-9.jpg,0.803,2026-04-08T18:00:43.347428Z
1289,1,Left,2026-04-08T18:00:45.001882Z,1289,/data/upload/1/134a5ac8-2026-03-25_13.04.37.jpg,0.934,2026-04-08T18:00:45.001882Z
1290,1,Left,2026-04-08T18:00:46.286994Z,1290,/data/upload/1/1ec8af7b-2026-03-25_13.04.37-1.jpg,0.862,2026-04-08T18:00:46.286994Z
1291,1,Left,2026-04-08T18:00:47.844659Z,1291,/data/upload/1/5aebdc57-2026-03-25_13.04.37-2.jpg,0.854,2026-04-08T18:00:47.844659Z
1292,1,Left,2026-04-08T18:00:49.238592Z,1292,/data/upload/1/1a0af5e1-2026-03-25_13.04.37-3.jpg,0.975,2026-04-08T18:00:49.238592Z
1293,1,Left,2026-04-08T18:00:50.795968Z,1293,/data/upload/1/b99a9ab4-2026-03-25_13.04.37-4.jpg,0.836,2026-04-08T18:00:50.795968Z
1294,1,Left,2026-04-08T18:00:52.008512Z,1294,/data/upload/1/40a30674-2026-03-25_13.04.37-5.jpg,0.78,2026-04-08T18:00:52.008512Z
1295,1,Left,2026-04-08T18:00:53.765811Z,1295,/data/upload/1/7650be7c-2026-03-25_13.04.37-6.jpg,0.977,2026-04-08T18:00:53.765811Z
1296,1,Left,2026-04-08T18:00:55.068449Z,1296,/data/upload/1/ed78318b-2026-03-25_13.04.37-7.jpg,0.858,2026-04-08T18:00:55.068449Z
1297,1,Left,2026-04-08T18:00:57.056766Z,1297,/data/upload/1/88514fbc-2026-03-25_13.04.37-8.jpg,1.201,2026-04-08T18:00:57.056766Z
1298,1,Left,2026-04-08T18:00:58.426891Z,1298,/data/upload/1/84d1e296-2026-03-25_13.04.37-9.jpg,0.942,2026-04-08T18:00:58.426891Z
1299,1,Left,2026-04-08T18:01:00.078099Z,1299,/data/upload/1/5b4d3c28-2026-03-25_13.04.38.jpg,0.908,2026-04-08T18:01:00.078099Z
1300,1,Left,2026-04-08T18:01:01.462264Z,1300,/data/upload/1/28ca518d-2026-03-25_13.04.38-1.jpg,0.999,2026-04-08T18:01:01.462264Z
1301,1,Left,2026-04-08T18:01:03.165717Z,1301,/data/upload/1/39f23a4b-2026-03-25_13.04.38-2.jpg,0.924,2026-04-08T18:01:03.165717Z
1302,1,Left,2026-04-08T18:01:04.499254Z,1302,/data/upload/1/cf021c66-2026-03-25_13.04.38-3.jpg,0.875,2026-04-08T18:01:04.499254Z
1303,1,Left,2026-04-08T18:01:06.116852Z,1303,/data/upload/1/0ee55835-2026-03-25_13.04.38-4.jpg,0.892,2026-04-08T18:01:06.116852Z
1304,1,Left,2026-04-08T18:01:07.438476Z,1304,/data/upload/1/52ac1b1c-2026-03-25_13.04.38-5.jpg,0.822,2026-04-08T18:01:07.438476Z
1305,1,Left,2026-04-08T18:01:08.814369Z,1305,/data/upload/1/69ed7b11-2026-03-25_13.04.42-7.jpg,0.949,2026-04-08T18:01:08.814369Z
1306,1,Left,2026-04-08T18:01:10.577500Z,1306,/data/upload/1/18cead7f-2026-03-25_13.04.42-8.jpg,0.956,2026-04-08T18:01:10.578497Z
1307,1,Left,2026-04-08T18:01:11.861381Z,1307,/data/upload/1/93b4ba34-2026-03-25_13.04.42-9.jpg,0.849,2026-04-08T18:01:11.861381Z
1308,1,Left,2026-04-08T18:01:13.475000Z,1308,/data/upload/1/5914b56c-2026-03-25_13.04.43.jpg,0.885,2026-04-08T18:01:13.475000Z
1309,1,Left,2026-04-08T18:01:14.740950Z,1309,/data/upload/1/2935d171-2026-03-25_13.04.43-1.jpg,0.857,2026-04-08T18:01:14.740950Z
1310,1,Left,2026-04-08T18:01:16.256682Z,1310,/data/upload/1/b1c07358-2026-03-25_13.04.43-2.jpg,0.808,2026-04-08T18:01:16.256682Z
1311,1,Left,2026-04-08T18:01:17.621123Z,1311,/data/upload/1/2b74ce16-2026-03-25_13.04.43-3.jpg,0.91,2026-04-08T18:01:17.621123Z
1312,1,Left,2026-04-08T18:01:19.622497Z,1312,/data/upload/1/d9b494d5-2026-03-25_13.04.43-4.jpg,1.227,2026-04-08T18:01:19.622497Z
1313,1,Left,2026-04-08T18:01:20.928784Z,1313,/data/upload/1/6037388b-2026-03-25_13.04.43-5.jpg,0.836,2026-04-08T18:01:20.928784Z
1314,1,Left,2026-04-08T18:01:22.487154Z,1314,/data/upload/1/1be2032e-2026-03-25_13.04.43-6.jpg,0.868,2026-04-08T18:01:22.487154Z
1315,1,Left,2026-04-08T18:01:24.300141Z,1315,/data/upload/1/8629c68d-2026-03-25_13.04.43-7.jpg,1.358,2026-04-08T18:01:24.300141Z
1316,1,Left,2026-04-08T18:01:25.867974Z,1316,/data/upload/1/d6798bc5-2026-03-25_13.04.43-8.jpg,0.83,2026-04-08T18:01:25.867974Z
1317,1,Left,2026-04-08T18:01:27.086811Z,1317,/data/upload/1/1ca73734-2026-03-25_13.04.43-9.jpg,0.806,2026-04-08T18:01:27.086811Z
1318,1,Left,2026-04-08T18:01:28.686226Z,1318,/data/upload/1/471a3c91-2026-03-25_13.04.44.jpg,0.855,2026-04-08T18:01:28.686226Z
1319,1,Left,2026-04-08T18:01:29.971287Z,1319,/data/upload/1/527c3e4b-2026-03-25_13.04.44-1.jpg,0.82,2026-04-08T18:01:29.971287Z
1320,1,Left,2026-04-08T18:01:31.746903Z,1320,/data/upload/1/e7a08ed1-2026-03-25_13.04.44-2.jpg,1.026,2026-04-08T18:01:31.746903Z
1321,1,Left,2026-04-08T18:01:33.013572Z,1321,/data/upload/1/88317c76-2026-03-25_13.04.44-3.jpg,0.812,2026-04-08T18:01:33.013572Z
1322,1,Left,2026-04-08T18:01:34.595680Z,1322,/data/upload/1/7248be84-2026-03-25_13.04.44-4.jpg,0.854,2026-04-08T18:01:34.595680Z
1323,1,Left,2026-04-08T18:01:36.097983Z,1323,/data/upload/1/8dd20d6c-2026-03-25_13.04.44-5.jpg,1.009,2026-04-08T18:01:36.097983Z
1324,1,Left,2026-04-08T18:01:37.692557Z,1324,/data/upload/1/3272fc4c-2026-03-25_13.04.40-6.jpg,0.778,2026-04-08T18:01:37.692557Z
1325,1,Left,2026-04-08T18:01:39.177043Z,1325,/data/upload/1/0df8b30c-2026-03-25_13.04.40-7.jpg,1.028,2026-04-08T18:01:39.177043Z
1326,1,Left,2026-04-08T18:01:40.806732Z,1326,/data/upload/1/936dca6b-2026-03-25_13.04.40-8.jpg,0.842,2026-04-08T18:01:40.806732Z
1327,1,Left,2026-04-08T18:01:42.007603Z,1327,/data/upload/1/ce6f34d1-2026-03-25_13.04.40-9.jpg,0.78,2026-04-08T18:01:42.007603Z
1328,1,Left,2026-04-08T18:01:43.541001Z,1328,/data/upload/1/3d1fa74d-2026-03-25_13.04.41.jpg,0.771,2026-04-08T18:01:43.541001Z
1329,1,Left,2026-04-08T18:01:44.674606Z,1329,/data/upload/1/ed7c945f-2026-03-25_13.04.41-1.jpg,0.713,2026-04-08T18:01:44.674606Z
1330,1,Left,2026-04-08T18:01:46.196963Z,1330,/data/upload/1/ccd3a0be-2026-03-25_13.04.41-2.jpg,0.837,2026-04-08T18:01:46.196963Z
1331,1,Left,2026-04-08T18:01:47.237869Z,1331,/data/upload/1/52cc8003-2026-03-25_13.04.41-3.jpg,0.615,2026-04-08T18:01:47.237869Z
1332,1,Left,2026-04-08T18:01:48.995646Z,1332,/data/upload/1/023c004e-2026-03-25_13.04.41-4.jpg,0.78,2026-04-08T18:01:48.995646Z
1333,1,Left,2026-04-08T18:01:50.044501Z,1333,/data/upload/1/22ec8802-2026-03-25_13.04.41-5.jpg,0.588,2026-04-08T18:01:50.044501Z
1334,1,Left,2026-04-08T18:01:51.534948Z,1334,/data/upload/1/21c643ab-2026-03-25_13.04.41-6.jpg,0.794,2026-04-08T18:01:51.534948Z
1335,1,Left,2026-04-08T18:01:53.001706Z,1335,/data/upload/1/02e1518d-2026-03-25_13.04.41-7.jpg,1.014,2026-04-08T18:01:53.001706Z
1336,1,Left,2026-04-08T18:01:54.504710Z,1336,/data/upload/1/064f54c3-2026-03-25_13.04.41-8.jpg,0.801,2026-04-08T18:01:54.504710Z
1337,1,Left,2026-04-08T18:01:55.777446Z,1337,/data/upload/1/fe108a44-2026-03-25_13.04.41-9.jpg,0.851,2026-04-08T18:01:55.777446Z
1338,1,Left,2026-04-08T18:01:57.347040Z,1338,/data/upload/1/6326c02b-2026-03-25_13.04.42.jpg,0.839,2026-04-08T18:01:57.347040Z
1339,1,Left,2026-04-08T18:01:58.614120Z,1339,/data/upload/1/5e2d9375-2026-03-25_13.04.42-1.jpg,0.832,2026-04-08T18:01:58.614120Z
1340,1,Left,2026-04-08T18:02:00.195557Z,1340,/data/upload/1/eb65c315-2026-03-25_13.04.42-2.jpg,0.858,2026-04-08T18:02:00.195557Z
1341,1,Left,2026-04-08T18:02:01.407141Z,1341,/data/upload/1/47165080-2026-03-25_13.04.42-3.jpg,0.842,2026-04-08T18:02:01.407141Z
1342,1,Left,2026-04-08T18:02:02.983445Z,1342,/data/upload/1/82eebe84-2026-03-25_13.04.42-4.jpg,0.894,2026-04-08T18:02:02.983445Z
1343,1,Left,2026-04-08T18:02:04.316574Z,1343,/data/upload/1/d658ca5c-2026-03-25_13.04.42-5.jpg,0.898,2026-04-08T18:02:04.316574Z
1344,1,Left,2026-04-08T18:02:05.983222Z,1344,/data/upload/1/d6a97976-2026-03-25_13.04.42-6.jpg,0.903,2026-04-08T18:02:05.983222Z
1345,1,Left,2026-04-08T18:02:07.231654Z,1345,/data/upload/1/f948ad66-2026-03-25_13.04.46-6.jpg,0.821,2026-04-08T18:02:07.231654Z
1346,1,Left,2026-04-08T18:02:08.802147Z,1346,/data/upload/1/8fc7401d-2026-03-25_13.04.46-7.jpg,0.856,2026-04-08T18:02:08.802147Z
1347,1,Left,2026-04-08T18:02:10.050028Z,1347,/data/upload/1/fcd3c362-2026-03-25_13.04.46-8.jpg,0.865,2026-04-08T18:02:10.050028Z
1348,1,Left,2026-04-08T18:02:11.711135Z,1348,/data/upload/1/3a48c573-2026-03-25_13.04.46-9.jpg,0.856,2026-04-08T18:02:11.711135Z
1349,1,Left,2026-04-08T18:02:13.019493Z,1349,/data/upload/1/96a97e6c-2026-03-25_13.04.47.jpg,0.867,2026-04-08T18:02:13.019493Z
1350,1,Left,2026-04-08T18:02:14.724320Z,1350,/data/upload/1/f71a9e14-2026-03-25_13.04.47-1.jpg,0.902,2026-04-08T18:02:14.724320Z
